funding_year,industry,headquarters_city,deal_count,total_funding_usd,avg_deal_usd,undisclosed_deals
2021,Retail,Small Towns,1,800000.0,800000.0,0
2021,Social platform,Bangalore,1,800000.0,800000.0,0
2021,Insurance,New Delhi,1,725000.0,725000.0,0
2021,Apparel & Fashion,Jaipur,1,700000.0,700000.0,0
2021,Blockchain,Chennai,1,700000.0,700000.0,0
2021,Media,Bangalore,1,700000.0,700000.0,0
2021,Rental,Gurugram,1,700000.0,700000.0,0
2021,Networking,New Delhi,1,620000.0,620000.0,0
2021,Translation & Localization,Noida,1,600000.0,600000.0,0
2021,Textiles,Mumbai,1,570000.0,570000.0,0
2021,Construction,Bangalore,1,550000.0,550000.0,0
2021,Mobility,Bangalore,1,540000.0,540000.0,0
2021,Aviation & Aerospace,Gurugram,1,500000.0,500000.0,0
2021,Co-working,Gurugram,1,500000.0,500000.0,0
2021,Electronics,Hyderabad,1,500000.0,500000.0,0
2021,Food,Bangalore,1,500000.0,500000.0,0
2021,Food Production,Bangalore,1,500000.0,500000.0,0
2021,Innovation management,Mumbai,1,500000.0,500000.0,0
2021,IoT,New Delhi,1,500000.0,500000.0,0
2021,SportsTech,Bangalore,1,500000.0,500000.0,0
2021,Hauz Khas,Food & Beverages,1,461000.0,461000.0,0
2021,Automation,Powai,1,400000.0,400000.0,0
2021,EdTech,Goa,1,400000.0,400000.0,0
2021,Financial Services,Hyderabad,1,400000.0,400000.0,0
2021,Higher Education,Bangalore,1,400000.0,400000.0,0
2021,IT startup,Bangalore,1,400000.0,400000.0,0
2021,Sports startup,Gurugram,1,400000.0,400000.0,0
2021,Tech startup,Bangalore,1,400000.0,400000.0,0
2021,sports,Mumbai,1,400000.0,400000.0,0
2021,HealthTech,Nagpur,1,350000.0,350000.0,0
2021,Real estate,Bangalore,1,350000.0,350000.0,0
2021,FinTech,Hyderabad,1,330000.0,330000.0,0
2021,B2B service,Bangalore,1,300000.0,300000.0,0
2021,Business Supplies & Equipment,New Delhi,1,300000.0,300000.0,0
2021,Deeptech,Mumbai,1,300000.0,300000.0,0
2021,E-learning,Trivandrum,1,300000.0,300000.0,0
2021,Healtcare,Mumbai,1,300000.0,300000.0,0
2021,Human Resources,Mumbai,1,300000.0,300000.0,0
2021,Media,Ahmedabad,1,300000.0,300000.0,0
2021,Merchandise,Mumbai,1,300000.0,300000.0,0
2021,Computer software,Pune,1,250000.0,250000.0,0
2021,TaaS startup,New Delhi,1,250000.0,250000.0,0
2021,AgriTech,Gandhinagar,1,200000.0,200000.0,0
2021,Biotechnology,The Nilgiris,1,200000.0,200000.0,0
2021,Cannabis startup,Noida,1,200000.0,200000.0,0
2021,Cosmetics,Haryana,1,200000.0,200000.0,0
2021,Furniture,Gurugram,1,200000.0,200000.0,0
2021,Marketing,Gurugram,1,200000.0,200000.0,0
2021,Recruitment,Gurugram,1,200000.0,200000.0,0
2021,Retail,Cochin,1,200000.0,200000.0,0
2021,SaaS startup,Chennai,1,200000.0,200000.0,0
2021,Software company,Indore,1,200000.0,200000.0,0
2021,Consulting,New Delhi,1,150000.0,150000.0,0
2021,Job discovery platform,New Delhi,1,140000.0,140000.0,0
2021,E-learning,Surat,1,100000.0,100000.0,0
2021,IT,Bangalore,1,100000.0,100000.0,0
2021,Milk startup,Ranchi,1,100000.0,100000.0,0
2021,Oil & Energy,Coimbatore,1,100000.0,100000.0,0
2021,Dating,Noida,1,10000.0,10000.0,0
2021,AI company,Pune,1,0.0,,1
2021,AI startup,Noida,1,0.0,,1
2021,Advisory firm,Mumbai,1,0.0,,1
2021,Arts & Crafts,Guwahati,1,0.0,,1
2021,Automotive,Pune,1,0.0,,1
2021,B2B E-commerce,New Delhi,1,0.0,,1
2021,Battery,New Delhi,1,0.0,,1
2021,Computer software,New Delhi,1,0.0,,1
2021,Consulting,Gurugram,1,0.0,,1
2021,Consumer goods,Gurugram,1,0.0,,1
2021,Content commerce,New Delhi,1,0.0,,1
2021,D2C Fashion,Gurugram,1,0.0,,1
2021,Dating,Bangalore,1,0.0,,1
2021,E-learning,Jaipur,1,0.0,,1
2021,Environmental service,Noida,1,0.0,,1
2021,Fashion and lifestyle,Mumbai,1,0.0,,1
2021,Food & Beverages,Lucknow,1,0.0,,1
2021,Health care,Mumbai,1,0.0,,1
2021,Healthcare,Thane,1,0.0,,1
2021,Human Resources,Thiruvananthapuram,1,0.0,,1
2021,IT company,Gurugram,1,0.0,,1
2021,Industrial Automation,Chennai,1,0.0,,1
2021,Information Technology,Gurugram,1,0.0,,1
2021,Logistics,Mumbai,1,0.0,,1
2021,Music,Bangalore,1,0.0,,1
2021,NFT Marketplace,Gurugram,1,0.0,,1
2021,Online Media,Mumbai,1,0.0,,1
2021,Renewable Energy,New Delhi,1,0.0,,1
2021,Renewables & Environment,Roorkee,1,0.0,,1
2021,Rental space,Bangalore,1,0.0,,1
2021,Transportation,Haryana,1,0.0,,1
2021,sports,Bangalore,1,0.0,,1
